[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s114-xits-opt.gates ...
  literals=3211512  NOT=1061874  gates=4390625  total_classes=8664011  read=0.053s parse=0.051s build=0.149s
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate=190.933ms frontier= 28.147ms semisort= 58.764ms (keyed= 9.786ms group_by=  1.604ms per_group= 6.402ms)
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  5.864ms semisort=  0.047ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  5.935ms semisort=  0.042ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  5.882ms semisort=  0.069ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  5.860ms semisort=  0.079ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  5.655ms semisort=  0.055ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  5.754ms semisort=  0.033ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  5.986ms semisort=  0.031ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  5.715ms semisort=  0.030ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  5.855ms semisort=  0.029ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  5.693ms semisort=  0.027ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  5.757ms semisort=  0.029ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  5.758ms semisort=  0.028ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  5.831ms semisort=  0.025ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  5.960ms semisort=  0.025ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  5.849ms semisort=  0.026ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  5.873ms semisort=  0.021ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  5.934ms semisort=  0.020ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  5.843ms semisort=  0.019ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  5.653ms semisort=  0.023ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  5.605ms semisort=  0.020ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  5.878ms semisort=  0.014ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  5.853ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  5.864ms semisort=  0.011ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  5.689ms semisort=  0.011ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  5.633ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  5.930ms semisort=  0.006ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  5.826ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  5.933ms semisort=  0.007ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  5.709ms semisort=  0.006ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  5.761ms semisort=  0.006ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  5.760ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  5.828ms semisort=  0.007ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  5.783ms semisort=  0.007ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  5.850ms semisort=  0.006ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  5.761ms semisort=  0.009ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  5.713ms semisort=  0.006ms
[pe-async] round= 51 R=53 dirty=        0 filter=  5.807ms (clean break)
